날짜,현재유량,백분위값 10%,백분위값 25%,백분위값 50%,백분위값 75%,백분위값 90%
2004-09-07,4.92,1.252,2.57,8.97,56.16,155.49
2004-09-08,3.46,1.534,2.46,7.35,21.67,101.812
2004-09-09,3.00,1.198,2.46,6.59,12.47,89.516
2004-09-10,3.00,0.978,2.46,4.71,11,81.704
2004-09-11,3.38,1.325,2.5625,5.41,16.9225,111.155
2004-09-12,3.33,0.968,3.18,7.53,39.895,171.504
2004-09-13,3.00,1.47,2.76,5.16,42.89,138.148
2004-09-14,3.00,1.325,2.565,6.085,15.93,86.235
2004-09-15,3.00,1.38,2.5225,5.715,12.2175,92.305
2004-09-16,3.00,1.768,2.46,4.05,14.66,75.354
2004-09-17,3.00,1.75,2.79,5.19,13.6,145.724
2004-09-18,3.00,1.84,2.9325,5.17,12.05,109.24
2004-09-19,3.00,1.968,2.81,5.31,12.4,110.422
2004-09-20,3.00,1.952,2.73,7.61,16.1,78.316
2004-09-21,3.00,1.695,2.8125,6.605,19.395,92.125
2004-09-22,3.00,1.735,2.7075,7.13,23.725,99.495
2004-09-23,3.00,1.315,2.4875,7.44,17.4525,102.485
2004-09-24,3.00,0.91,2.46,5.115,12.4,99.245
2004-09-25,3.00,1.73,2.46,5.065,12.4,94.575
2004-09-26,3.00,1.445,2.46,5.075,15.55,75.075
2004-09-27,3.00,1.035,2.46,4.285,12.2375,65.975
2004-09-28,3.00,1.315,2.5475,4.325,12.4,59.35
2004-09-29,3.00,2.29,2.895,4.34,10.8725,53.64
2004-09-30,3.00,2.13,2.915,5.215,12.4,53.065
2004-10-01,3.00,1.645,2.665,4.2,12.33,52.515
2004-10-02,3.00,1.566,2.46,3.51,11,55.7
2004-10-03,3.00,1.675,2.56,4.03,12.05,83.685
2004-10-04,3.00,1.18,2.2875,4.105,12.4,56.72
2004-10-05,3.00,1.108,2.46,3.64,12.4,55.232
2004-10-06,3.00,0.938,2.46,3.57,17.31,83.18
2004-10-07,3.00,1.175,2.46,3.665,15.58,74.54
2004-10-08,3.00,1.358,2.215,3.34,14.325,54.364
2004-10-09,3.00,0.765,2.1725,3.425,12.7525,51.815
2004-10-10,3.00,0.574,2.2,3.57,10.895,37.424
2004-10-11,3.00,0.725,2.1275,3.91,6.86,42.825
2004-10-12,3.00,0.77,2.11,3.38,9.12,40.6
2004-10-13,3.00,0.795,1.9125,3.16,12.05,72.01
2004-10-14,3.00,0.924,1.835,2.46,9,67.454
2004-10-15,3.00,0.666,1.79,3.28,11.7,39.12
2004-10-16,3.00,0.378,1.725,3,11.7,36.934
2004-10-17,3.00,0.3,1.7825,3.035,10.1525,40.65
2004-10-18,3.00,0.285,1.685,3.135,10.4975,46.095
2004-10-19,3.00,0.69,1.685,3.045,11.7125,39.425
2004-10-20,3.00,1.025,1.9425,2.975,10.1525,38.67
2004-10-21,3.00,0.685,2.46,2.94,12.05,65.93
2004-10-22,3.00,0.67,2.46,2.925,12.1425,65.255
2004-10-23,3.00,0.63,2.0125,2.875,12.0725,54.495
2004-10-24,3.00,0.545,1.9975,2.85,10.7975,51.125
2004-10-25,3.00,0.498,1.71,2.99,9.36,42.816
2004-10-26,3.00,0.466,1.43,3,9.92,42.028
2004-10-27,3.00,0.448,1.8,2.92,11,43.11
2004-10-28,3.00,0.508,1.21,2.91,11,43.916
2004-10-29,3.00,0.555,1.2775,2.8,8.0375,36.03
2004-10-30,3.00,0.545,1.235,2.595,7.6625,34.805
2004-10-31,3.00,0.515,1.175,2.565,7.5375,38.935
2004-11-01,3.00,0.535,1.88,3.05,7.56,44.065
2004-11-02,3.00,0.5,1.4825,2.73,7.61,42.19
2004-11-03,3.00,0.475,1.4125,2.705,7.61,39.845
2004-11-04,3.00,0.64,1.28,2.51,7.61,40.9
2004-11-05,3.00,0.495,1.0575,2.23,7.61,36.765
2004-11-06,3.00,0.535,0.7975,2.24,7.61,55.655
2004-11-07,3.00,0.525,1.04,2.445,8.3525,58.46
2004-11-08,3.00,0.535,1.2025,2.54,10.1525,41.58
2004-11-09,3.00,0.5,1.1525,2.615,10.1525,52.69
2004-11-10,3.00,0.43,1.1275,2.565,12.2375,63.44
2004-11-11,3.00,0.58,1.0325,2.5,10.7775,61.425
2004-11-12,3.00,0.625,1.1875,2.41,10.7025,60.055
2004-11-13,3.00,0.58,1.1525,2.195,10.5225,54.355
2004-11-14,3.00,0.57,1.1525,2.365,10.685,40.9
2004-11-15,3.00,0.525,1.085,2.45,8.44,42.795
2004-11-16,3.00,0.53,1.2275,2.445,7.61,42.23
2004-11-17,3.00,0.435,1.18,2.16,7.61,39.975
2004-11-18,3.00,0.51,0.95,2.07,7.61,37.775
2004-11-19,3.00,0.505,1.1575,2.305,7.61,36.755
2004-11-20,3.00,0.505,0.8925,2.075,7.61,35.585
2004-11-21,3.00,0.545,0.885,2.06,7.61,35.885
2004-11-22,3.00,0.455,0.695,2.005,8.435,35.175
2004-11-23,3.00,0.405,0.825,2.105,10.1525,36.01
2004-11-24,3.00,0.37,0.82,1.93,7.61,36.895
2004-11-25,3.00,0.385,0.8,2.365,7.61,36.995
2004-11-26,3.00,0.435,0.98,2.23,10.1525,35.835
2004-11-27,3.00,0.38,0.715,2,7.525,32.228
2004-11-28,3.00,0.52,0.755,2,7.08,34.036
2004-11-29,3.00,0.44,0.845,2.46,9.045,34.052
2004-11-30,3.00,0.612,0.935,2.46,7.785,59.826
2004-12-01,3.00,0.412,0.88,2,5.445,57.61
2004-12-02,3.00,0.502,0.875,1.89,3.655,50.412
2004-12-03,3.00,0.5,0.8,2,5.215,32.068
2004-12-04,3.00,0.422,0.8,2,6.63,32.364
2004-12-05,3.00,0.436,0.78,2.3,5.905,28.312
2004-12-06,3.00,0.416,0.73,2,5.305,25.744
2004-12-07,3.00,0.422,0.805,2.29,7.09,32.066
2005-04-01,8.00,0.56,1.41,2.68,8.315,58.85
2005-04-02,8.00,0.535,1.1725,2.72,11.7575,48.47
2005-04-03,8.00,0.675,1.2325,2.46,11.6675,71.425
2005-04-04,8.00,0.445,1.3375,3.95,9.44,68.035
2005-04-05,8.00,0.48,1.03,3.83,8.24,59.456
2005-04-06,8.00,0.578,1.085,3.05,9.6,52.916
2005-04-07,8.00,0.62,1.045,2.88,12.0475,48.545
2005-04-08,8.00,0.63,1.09,3,11.43,45.476
2005-04-09,8.00,0.498,1.005,3.54,10.515,52.814
2005-04-10,8.00,0.587,1.175,2.795,9.4475,45.508
2005-04-11,8.00,0.55,0.9,2.51,7.685,36.723
2005-04-12,8.00,0.516,0.7275,2.575,6.8825,47.776
2005-04-13,8.00,0.497,0.83,2.585,7.2125,46.537
2005-04-14,8.00,0.478,1.075,2.48,7.89,39.818
2005-04-15,8.00,0.61,1.155,2.45,5.7425,43.815
2005-04-16,8.00,0.565,1.1475,2.21,4.145,43.815
2005-04-17,8.00,0.66,1.265,2,4.08,37.532
2005-04-18,8.00,0.646,1.135,2.35,5.805,37.532
2005-04-19,8.00,0.624,1.11,2.46,5.805,47.966
2005-04-20,8.00,0.632,1.04,2.46,5.67,37.532
2005-04-21,8.00,0.562,1.06,2.5,6.025,41.96
2005-04-22,8.00,0.516,1.11,2.46,7.805,41.44
2005-04-23,8.00,0.55,1.13,2.46,7.805,34.394
2005-04-24,8.00,0.472,1.21,2.77,8.81,32.368
2005-04-25,8.00,0.512,1.115,3.03,9.75,41.924
2005-04-26,8.00,0.616,1.58,2.89,6.505,37.532
2005-04-27,8.00,0.528,1.305,2.46,6.335,37.532
2005-04-28,8.00,0.532,0.95,2.46,6.785,37.532
2005-04-29,8.00,0.49,1.095,2.46,11.675,74.876
2005-04-30,8.00,0.466,0.85,2.46,10,76.046
2005-05-01,8.00,0.444,0.765,2.31,7.805,77.098
2005-05-02,8.00,0.41,0.88,2.46,7.805,74.876
2005-05-03,8.00,0.37,0.725,2.05,7.805,59.346
2005-05-04,8.00,0.352,0.605,2,7.775,39.288
2005-05-05,8.00,0.308,0.595,1.92,7.775,36.04
2005-05-06,8.00,0.334,0.61,2,7.775,35.08
2005-05-07,8.00,0.354,0.575,2,7.335,37.1
2005-05-08,8.00,0.294,0.55,1.64,7.355,41.348
2005-05-09,8.00,0.306,0.57,2,6.195,32.956
2005-05-10,8.00,0.346,0.51,1.59,6.215,39.636
2005-05-11,8.00,0.314,0.645,1.16,6.48,70.496
2005-05-12,8.00,0.276,0.555,1.42,6.44,67.692
2005-05-13,8.00,0.292,0.49,1.21,5.86,41.36
2005-05-14,8.00,0.31,0.48,1.33,5.035,45.032
2005-05-15,8.00,0.246,0.37,2,5.035,41.746
2005-05-16,8.00,0.236,0.37,1.73,7.585,37.878
2005-05-17,8.00,0.28,0.4625,1.9,5.7575,38.715
2005-05-18,8.00,0.282,0.51,2,7.61,73.688
2005-05-19,8.00,0.276,0.52,2.18,7.745,37.622
2005-05-20,8.00,0.284,0.36,2,6.59,34.54
2005-05-21,8.00,0.252,0.355,2,3.66,33.012
2005-05-22,8.00,0.272,0.365,2,5.275,32.156
2005-05-23,8.00,0.216,0.515,2.45,5.955,60.39
2005-05-24,8.00,0.234,0.425,2.09,5.3,55.77
2005-05-25,8.00,0.14,0.3,1.785,6.7075,44.605
2005-05-26,8.00,0.225,0.4875,1.61,6.5825,39.61
2005-05-27,8.00,0.21,0.365,1.515,6.3225,37.405
2005-05-28,8.00,0.2,0.4,1.76,2.6775,40.13
2005-05-29,8.00,0.155,0.31,1.59,2.5575,38.39
2005-05-30,8.00,0.185,0.395,1.485,2.46,38.815
2005-05-31,8.00,0.175,0.4425,1.71,6.35,39.32
2005-06-01,8.00,0.195,0.3725,1.625,2.97,39.315
2005-06-02,8.00,0.18,0.32,1.59,2.475,42.175
2005-06-03,8.00,0.18,0.3,1.785,3.1125,43.815
2005-06-04,8.00,0.145,0.2625,1.575,2.94,43.225
2005-06-05,8.00,0.115,0.1975,1.565,3.2125,43.815
2005-06-06,8.00,0.135,0.2875,1.855,3.32,43.815
2005-06-07,8.00,0.135,0.335,1.895,6.3525,43.815
2005-06-08,8.00,0.16,0.295,2,4.5725,42.53
2005-06-09,8.00,0.115,0.385,2,6.3425,43.155
2005-06-10,8.00,0.21,0.615,1.735,5.235,38.925
2005-06-11,8.00,0.185,0.32,1.38,2.46,42.87
2005-06-12,8.00,0.155,0.3025,1.3,2.52,37.59
2005-06-13,8.00,0.175,0.36,1.125,2.46,41.805
2005-06-14,8.00,0.19,0.3225,1.225,4.665,49.415
2005-06-15,8.00,0.236,0.4,1.34,3.15,44.938
2005-06-16,8.00,0.215,0.35,1.875,4.6725,38.665
2005-06-17,8.00,0.165,0.2925,2,6.4325,37.75
2005-06-18,8.00,0.222,0.34,1.66,7.61,49.984
2005-06-19,8.00,0.24,0.41,1.43,7.61,49.38
2005-06-20,8.00,0.232,0.39,1.37,7.61,50.132
2005-06-21,8.00,0.212,0.4,2,8,49.752
2005-06-22,8.00,0.204,0.33,2,7.61,49.752
2005-06-23,8.00,0.232,0.58,1.685,7.7075,51.736
2005-06-24,8.00,0.254,0.5375,2.46,9.1,72.865
2005-06-25,8.00,0.267,0.64,1.915,9.1,72.865
2005-06-26,8.00,0.286,0.645,1.99,9.1,72.865
2005-06-27,13.75,0.224,0.87,2,11.37,71.47
2005-06-28,8.88,0.19,0.87,1.89,10,71.47
2005-06-29,8.00,0.202,0.86,2,7.61,66.598
2005-06-30,8.00,0.26,1.22,2.46,13.1,71.47
2005-07-01,8.00,0.482,0.86,2.39,9.83,71.47
2005-07-02,8.00,0.652,1.32,2.46,8,59.024
2005-07-03,8.00,0.488,1.36,2.46,7.94,71.47
2005-07-04,8.00,0.386,1.46,2.66,10.47,71.47
2005-07-05,8.00,0.32,1.42,2.46,24.37,71.47
2005-07-06,8.00,0.604,1.3,3.5,35.69,87.898
2005-07-07,8.00,0.574,1,3.37,25.12,71.47
2005-07-08,8.00,0.65,1.02,2.46,19.77,71.47
2005-07-09,8.00,0.706,2,3.67,12.4,71.47
2005-07-10,8.00,0.704,2.14,3.26,12.4,87.874
2005-07-11,11.67,1.864,2.23,3.01,12.4,77.47
2005-07-12,17.21,1.692,2,4.08,17.36,87.908
2005-07-13,8.50,1.534,2,4.62,9.94,101.84
2005-07-14,8.00,1.054,2.46,4.08,37.71,72.382
2005-07-15,8.00,0.822,2,3.96,63.1,140.804
2005-07-16,10.29,0.79,2,7.61,60.82,135.742
2005-07-17,8.00,0.816,2,5.77,38.57,72.076
2005-07-18,8.00,0.714,2,5,33.55,65.252
2005-07-19,8.00,0.666,1.3,4.5,20.15,66.354
2005-07-20,8.00,0.752,1.82,4.64,12.4,97.442
2005-07-21,8.00,0.64,2,5,9.83,89.99
2005-07-22,8.00,0.748,1.8,3.62,12.4,60.538
2005-07-23,8.00,0.704,1.25,2.92,16.66,73.626
2005-07-24,8.00,0.73,1.4,5.5,40.16,90.836
2005-07-25,8.00,0.724,1,3.5,12.65,82.398
2005-07-26,8.00,0.738,1.14,2.46,12.4,117.022
2005-07-27,8.00,0.698,0.84,2.46,14.61,131.17
2005-07-28,8.00,0.538,0.7,2.46,12.4,111.112
2005-07-29,8.00,0.585,0.82,2.46,18.2875,95.545
2005-07-30,8.00,0.55,0.77,2.255,18.6775,98.785
2005-07-31,8.00,0.515,0.885,2.46,14.8375,94.805
2005-08-01,8.00,0.524,0.92,2.55,14.17,54.864
2005-08-02,8.00,0.57,0.915,2.46,12.185,96.22
2005-08-03,8.00,0.526,0.91,2.46,10.2,97.806
2005-08-04,8.00,0.49,0.89,2.46,14.165,121.73
2005-08-05,8.00,0.458,1.05,2.46,13.465,79.85
2005-08-06,8.00,0.466,0.97,2.46,14.985,94.772
2005-08-07,8.00,0.804,1.605,5.8,21.12,91.142
2005-08-08,8.00,1.09,2,4.5,13.73,87.75
2005-08-09,8.00,0.816,2.13,4.96,13.84,75.4
2005-08-10,8.00,1.312,2,7.58,56.385,191.982
2005-08-11,8.00,1.71,2.615,7.66,27.115,111.158
2005-08-12,8.00,1.602,2.615,8,23.355,90.98
2005-08-13,8.00,1.114,2.185,8.47,22.05,94.546
2005-08-14,8.00,1.666,2.34,8,19.51,69.254
2005-08-15,8.00,1.892,2.46,6.95,29.925,101.112
2005-08-16,8.00,1.964,2.55,8,35.665,99.984
2005-08-17,8.00,1.522,2.42,8,27.705,63.828
2005-08-18,8.00,1.118,2.585,8,32.655,83.506
2005-08-19,8.00,1.006,2.42,8,49.385,141.456
2005-08-20,8.00,0.882,2.46,4.61,26.64,89.724
2005-08-21,8.00,0.716,2.06,4.46,20.885,87.246
2005-08-22,8.00,0.654,1.985,3.62,12.665,76.604
2005-08-23,8.00,1.194,2.46,5.3,11.745,56.28
2005-08-24,8.00,1.728,2.745,7.22,20.46,67.438
2005-08-25,15.21,2.46,3.5275,11.265,42.675,113.53
2005-08-26,12.25,2.46,3.31,8.36,20.62,125.176
2005-08-27,8.00,2.208,3.225,7.73,23.225,96.646
2005-08-28,8.00,2.046,2.785,7.31,27.72,96.33
2005-08-29,8.00,1.542,2.22,5.62,28.185,98.96
2005-08-30,8.00,1.414,2.46,5.08,28.66,101.07
2005-08-31,8.00,1.778,2.57,7.23,24.9525,98.341
2005-09-01,8.00,1.544,2.61,7.61,19.82,83.594
2005-09-02,8.00,1.449,2.46,7.135,13.82,72.417
2005-09-03,8.00,1.222,2.23,5.88,16.095,201.712
2005-09-04,8.00,0.874,2.23,8.51,28.85,139.586
2005-09-05,8.00,1.195,2.595,7.805,27.885,136.5
2005-09-06,35.33,1.08,2.9625,12,38.8775,133.39
2005-09-07,91.46,1.252,2.57,8.97,56.16,155.49
2005-09-08,21.67,1.534,2.46,7.35,21.67,101.812
2005-09-09,12.38,1.198,2.46,6.59,12.47,89.516
2005-09-10,11.00,0.978,2.46,4.71,11,81.704
2005-09-11,11.00,1.325,2.5625,5.41,16.9225,111.155
2005-09-12,11.00,0.968,3.18,7.53,39.895,171.504
2005-09-13,14.00,1.47,2.76,5.16,42.89,138.148
2005-09-14,15.75,1.325,2.565,6.085,15.93,86.235
2005-09-15,11.67,1.38,2.5225,5.715,12.2175,92.305
2005-09-16,11.00,1.768,2.46,4.05,14.66,75.354
2005-09-17,11.00,1.75,2.79,5.19,13.6,145.724
2005-09-18,11.00,1.84,2.9325,5.17,12.05,109.24
2005-09-19,11.00,1.968,2.81,5.31,12.4,110.422
2005-09-20,11.00,1.952,2.73,7.61,16.1,78.316
2005-09-21,16.17,1.695,2.8125,6.605,19.395,92.125
2005-09-22,21.46,1.735,2.7075,7.13,23.725,99.495
2005-09-23,13.71,1.315,2.4875,7.44,17.4525,102.485
2005-09-24,11.21,0.91,2.46,5.115,12.4,99.245
2005-09-25,11.00,1.73,2.46,5.065,12.4,94.575
2005-09-26,11.00,1.445,2.46,5.075,15.55,75.075
2005-09-27,11.00,1.035,2.46,4.285,12.2375,65.975
2005-09-28,11.00,1.315,2.5475,4.325,12.4,59.35
2005-09-29,11.00,2.29,2.895,4.34,10.8725,53.64
2005-09-30,11.00,2.13,2.915,5.215,12.4,53.065
2005-10-01,11.00,1.645,2.665,4.2,12.33,52.515
2005-10-02,11.00,1.566,2.46,3.51,11,55.7
2005-10-03,11.00,1.675,2.56,4.03,12.05,83.685
2005-10-04,11.00,1.18,2.2875,4.105,12.4,56.72
2005-10-05,11.00,1.108,2.46,3.64,12.4,55.232
2005-10-06,11.00,0.938,2.46,3.57,17.31,83.18
2005-10-07,11.00,1.175,2.46,3.665,15.58,74.54
2005-10-08,11.00,1.358,2.215,3.34,14.325,54.364
2005-10-09,11.00,0.765,2.1725,3.425,12.7525,51.815
2005-10-10,11.00,0.574,2.2,3.57,10.895,37.424
2005-10-11,11.00,0.725,2.1275,3.91,6.86,42.825
2005-10-12,11.00,0.77,2.11,3.38,9.12,40.6
2005-10-13,11.00,0.795,1.9125,3.16,12.05,72.01
2005-10-14,11.00,0.924,1.835,2.46,9,67.454
2005-10-15,11.00,0.666,1.79,3.28,11.7,39.12
2005-10-16,11.00,0.378,1.725,3,11.7,36.934
2005-10-17,11.00,0.3,1.7825,3.035,10.1525,40.65
2005-10-18,11.46,0.285,1.685,3.135,10.4975,46.095
2005-10-19,12.46,0.69,1.685,3.045,11.7125,39.425
2005-10-20,11.00,1.025,1.9425,2.975,10.1525,38.67
2005-10-21,11.00,0.685,2.46,2.94,12.05,65.93
2005-10-22,11.00,0.67,2.46,2.925,12.1425,65.255
2005-10-23,11.00,0.63,2.0125,2.875,12.0725,54.495
2005-10-24,11.00,0.545,1.9975,2.85,10.7975,51.125
2005-10-25,11.00,0.498,1.71,2.99,9.36,42.816
2005-10-26,11.00,0.466,1.43,3,9.92,42.028
2005-10-27,11.00,0.448,1.8,2.92,11,43.11
2005-10-28,11.00,0.508,1.21,2.91,11,43.916
2005-10-29,11.00,0.555,1.2775,2.8,8.0375,36.03
2005-10-30,11.00,0.545,1.235,2.595,7.6625,34.805
2005-10-31,11.00,0.515,1.175,2.565,7.5375,38.935
2005-11-01,11.00,0.535,1.88,3.05,7.56,44.065
2005-11-02,11.00,0.5,1.4825,2.73,7.61,42.19
2005-11-03,11.00,0.475,1.4125,2.705,7.61,39.845
2005-11-04,11.00,0.64,1.28,2.51,7.61,40.9
2005-11-05,11.00,0.495,1.0575,2.23,7.61,36.765
2005-11-06,11.00,0.535,0.7975,2.24,7.61,55.655
2005-11-07,11.00,0.525,1.04,2.445,8.3525,58.46
2005-11-08,11.00,0.535,1.2025,2.54,10.1525,41.58
2005-11-09,11.00,0.5,1.1525,2.615,10.1525,52.69
2005-11-10,11.00,0.43,1.1275,2.565,12.2375,63.44
2005-11-11,11.00,0.58,1.0325,2.5,10.7775,61.425
2005-11-12,11.00,0.625,1.1875,2.41,10.7025,60.055
2005-11-13,11.00,0.58,1.1525,2.195,10.5225,54.355
2005-11-14,11.00,0.57,1.1525,2.365,10.685,40.9
2005-11-15,11.00,0.525,1.085,2.45,8.44,42.795
2005-11-16,11.00,0.53,1.2275,2.445,7.61,42.23
2005-11-17,11.00,0.435,1.18,2.16,7.61,39.975
2005-11-18,11.00,0.51,0.95,2.07,7.61,37.775
2005-11-19,11.00,0.505,1.1575,2.305,7.61,36.755
2005-11-20,11.00,0.505,0.8925,2.075,7.61,35.585
2005-11-21,11.00,0.545,0.885,2.06,7.61,35.885
2005-11-22,11.00,0.455,0.695,2.005,8.435,35.175
2005-11-23,11.00,0.405,0.825,2.105,10.1525,36.01
2005-11-24,11.00,0.37,0.82,1.93,7.61,36.895
2005-11-25,11.00,0.385,0.8,2.365,7.61,36.995
2005-11-26,11.00,0.435,0.98,2.23,10.1525,35.835
2005-11-27,11.00,0.38,0.715,2,7.525,32.228
2005-11-28,11.00,0.52,0.755,2,7.08,34.036
2005-11-29,11.00,0.44,0.845,2.46,9.045,34.052
2005-11-30,11.00,0.612,0.935,2.46,7.785,59.826
2005-12-01,11.00,0.412,0.88,2,5.445,57.61
2005-12-02,11.00,0.502,0.875,1.89,3.655,50.412
2005-12-03,11.00,0.5,0.8,2,5.215,32.068
2005-12-04,11.00,0.422,0.8,2,6.63,32.364
2005-12-05,11.00,0.436,0.78,2.3,5.905,28.312
2005-12-06,11.00,0.416,0.73,2,5.305,25.744
2005-12-07,11.00,0.422,0.805,2.29,7.09,32.066
2005-12-08,11.00,0.555,0.8825,2.095,8.915,30.98
2005-12-09,11.00,0.465,0.77,2.175,9.0125,33.44
2006-01-01,26.42,0.55,0.71,1.56,2.46,7.61
2006-01-02,26.42,0.539,0.6775,1.14,2.46,7.61
2006-01-03,26.42,0.53,0.64,0.73,2.46,7.61
2006-01-04,26.42,0.31,0.64,0.86,2.46,7.61
2006-01-05,26.42,0.342,0.66,0.855,2.46,7.61
2006-01-06,26.42,0.328,0.61,0.725,2.46,7.61
2006-01-07,26.42,0.297,0.5875,0.72,2.61,7.61
2006-01-08,26.42,0.341,0.58,0.72,4.83,7.61
2006-01-09,26.42,0.22,0.54,0.7,2.46,7.61
2006-01-10,26.42,0.06,0.54,1.31,2.46,7.61
2006-01-11,26.42,0.21,0.57,1.12,2.46,7.61
2006-01-12,26.42,0.06,0.51,1.01,2.46,7.61
2006-01-13,26.42,0.38,0.55,1.03,7.61,26.42
2006-01-14,26.42,0.13,0.51,1.07,2.46,7.61
2006-01-15,26.42,0.072,0.5125,1,2.46,7.61
2006-01-16,26.42,0.076,0.5275,1.005,2.46,7.61
2006-01-17,26.42,0.103,0.505,0.935,2.46,24.539
2006-01-18,26.42,0.269,0.5025,0.94,2.46,7.61
2006-01-19,26.42,0.392,0.53,0.9,2.46,7.61
2006-01-20,26.42,0.445,0.51,0.825,2.46,7.61
2006-01-21,26.42,0.109,0.5,0.79,3.1525,7.61
2006-01-22,26.42,0.464,0.5175,0.86,2.7825,7.61
2006-01-23,26.42,0.327,0.5125,0.735,2.7825,7.61
2006-01-24,26.42,0.212,0.55,0.895,3.72,7.61
2006-01-25,26.42,0.511,0.5825,1.05,2.46,7.61
2006-01-26,26.42,0.43,0.5325,1.2,3.6525,7.61
2006-01-27,26.42,0.344,0.555,1.125,2.46,7.61
2006-01-28,26.42,0.471,0.54,1.105,3.735,7.997
2006-01-29,26.42,0.438,0.5325,1.125,2.825,7.61
2006-01-30,26.42,0.53,0.565,1.665,4.1425,7.61
2006-01-31,26.42,0.52,0.61,2,3.44,7.61
2006-02-01,26.42,0.521,0.55,1.68,3.81,7.61
2006-02-02,26.42,0.45,0.52,1.04,4.86,13.22
2006-02-03,26.42,0.24,0.52,1.01,3.1,8.186
2006-02-04,26.42,0.264,0.52,1,2.46,11.442
2006-02-05,26.42,0.314,0.49,0.72,2.46,11.442
2006-02-06,26.42,0.387,0.4875,0.8,2.535,11.921
2006-02-07,26.42,0.431,0.4925,0.815,2.46,11.921
2006-02-08,26.42,0.471,0.5475,0.845,2.345,11.921
2006-02-09,26.42,0.442,0.5575,0.97,2.55,11.921
2006-02-10,26.42,0.472,0.54,1.24,2.46,11.921
2006-02-11,26.42,0.463,0.525,1.1,2.46,11.921
2006-02-12,26.42,0.396,0.505,0.78,2.46,11.921
2006-02-13,26.42,0.436,0.555,1.3,2.46,11.442
2006-02-14,26.42,0.452,0.5525,1.67,2.46,11.921
2006-02-15,26.42,0.474,0.655,1.47,2.46,11.921
2006-02-16,26.42,0.49,0.625,1.46,2.55,12.023
2006-02-17,26.42,0.466,0.555,1.375,2.46,11.921
2006-02-18,26.42,0.446,0.5475,1.145,2.4725,10.963
2006-02-19,26.42,0.486,0.535,0.89,2.46,12.202
2006-02-20,26.42,0.444,0.53,0.89,2.46,16.464
2006-02-21,26.42,0.404,0.525,0.88,2.46,11.934
2006-02-22,26.42,0.438,0.57,1.73,2.46,11.442
2006-02-23,26.42,0.406,0.57,2,4.285,11.442
2006-02-24,26.42,0.39,0.605,1.82,2.75,11.524
2006-02-25,26.42,0.358,0.555,2,3.735,23.616
2006-02-26,26.42,0.338,0.54,2,5.71,23.616
2006-02-27,26.42,0.366,0.535,2,5.315,12.06
2006-02-28,26.42,0.462,0.595,2,7.06,12.166
2006-03-01,26.42,0.46,0.59,2.36,7.61,12.536
2006-03-02,26.42,0.442,0.595,2,7.61,12.596
2006-03-03,26.42,0.364,0.48,2,7.17,12.002
2006-03-04,26.42,0.399,0.5025,1.965,6.9725,11.453
2006-03-05,26.42,0.368,0.595,2,6.945,12.002
2006-03-06,26.42,0.406,0.595,2.08,5.865,12.392
2006-03-07,26.42,0.446,0.59,2,5.495,12.784
2006-03-08,26.42,0.453,0.735,2.06,5.795,11.783
2006-03-09,26.42,0.386,0.675,2,6.835,12.132
2006-03-10,26.42,0.342,0.64,1.93,7.395,12.432
2006-03-11,26.42,0.302,0.605,2,6.985,13.452
2006-03-12,26.42,0.336,0.59,2.46,7.61,15.052
2006-03-13,26.42,0.443,0.8225,2.9,8.0725,23.033
2006-03-14,26.42,0.434,0.745,3.655,7.61,22.586
2006-03-15,26.42,0.428,0.655,3.275,7.61,25.064
2006-03-16,26.42,0.398,0.55,2.46,6.61,36.716
2006-03-17,42.69,0.452,0.51,2.38,7.61,40.846
2006-03-18,75.23,0.49,0.685,2.46,8.3525,44.252
2006-03-19,75.23,0.4,0.9,2.46,7.61,36.796
2006-03-20,75.23,0.475,0.855,2.86,8.5475,42.857
2006-03-21,75.23,0.501,0.8525,3.05,7.92,34.807
2006-03-22,75.23,0.494,0.75,2.865,10.2875,42.398
2006-03-23,75.23,0.594,0.73,2.67,7.845,58.014
2006-03-24,75.23,0.574,0.68,2.46,7.61,28.93
2006-03-25,75.23,0.53,0.6875,2.435,7.61,27.443
2006-03-26,75.23,0.51,0.71,2.46,7.61,59.322
2006-03-27,75.23,0.474,0.66,2.46,7.61,61.71
2006-03-28,75.23,0.468,0.72,2.46,8.65,75.704
2006-03-29,75.23,0.468,0.7,2.46,7.79,65.562
2006-03-30,75.23,0.492,0.7,2.95,8.28,60.994
2006-03-31,75.23,0.492,1.36,2.46,7.83,70.302
2006-04-01,75.23,0.56,1.41,2.68,8.315,58.85
2006-04-02,75.23,0.535,1.1725,2.72,11.7575,48.47
2006-04-03,75.23,0.675,1.2325,2.46,11.6675,71.425
2006-04-04,75.23,0.445,1.3375,3.95,9.44,68.035
2006-04-05,75.23,0.48,1.03,3.83,8.24,59.456
2006-04-06,75.23,0.578,1.085,3.05,9.6,52.916
2006-04-07,75.23,0.62,1.045,2.88,12.0475,48.545
2006-04-08,75.23,0.63,1.09,3,11.43,45.476
2006-04-09,75.23,0.498,1.005,3.54,10.515,52.814
2006-04-10,75.23,0.587,1.175,2.795,9.4475,45.508
2006-04-11,75.23,0.55,0.9,2.51,7.685,36.723
2006-04-12,75.23,0.516,0.7275,2.575,6.8825,47.776
2006-04-13,75.23,0.497,0.83,2.585,7.2125,46.537
2006-04-14,75.23,0.478,1.075,2.48,7.89,39.818
